topic_id,topic_label,rank,paper_id,year,title,decision,avg_rating,avg_rating_z_year,topic_prob,openreview_url,semantic_scholar_search_url
0,model | method | image,1,0NMzBwqaAJ,2024,Not All Tokens Are What You Need for Pretraining,Accept (oral),7.666666666666667,2.755610624245837,1.0,https://openreview.net/forum?id=0NMzBwqaAJ,https://www.semanticscholar.org/search?q=Not+All+Tokens+Are+What+You+Need+for+Pretraining
2,brain | neural | activity,5,Pox8jNQOo5,2024,Second-order forward-mode optimization of recurrent neural networks for neuroscience,Accept (spotlight),7.25,2.115736098653026,1.0,https://openreview.net/forum?id=Pox8jNQOo5,https://www.semanticscholar.org/search?q=Second-order+forward-mode+optimization+of+recurrent+neural+networks+for+neuroscience
3,causal | effect | variable,1,OIsUWQSvkD,2024,Identifying Causal Effects Under Functional Dependencies,Accept (spotlight),7.5,2.499660814008712,1.0,https://openreview.net/forum?id=OIsUWQSvkD,https://www.semanticscholar.org/search?q=Identifying+Causal+Effects+Under+Functional+Dependencies
3,causal | effect | variable,2,mP084aMFsd,2024,A Simple yet Scalable Granger Causal Structural Learning Approach for Topological Event Sequences,Accept (poster),7.25,2.115736098653026,1.0,https://openreview.net/forum?id=mP084aMFsd,https://www.semanticscholar.org/search?q=A+Simple+yet+Scalable+Granger+Causal+Structural+Learning+Approach+for+Topological+Event+Sequences
3,causal | effect | variable,3,weemASPtzg,2024,Linear Causal Representation Learning from Unknown Multi-node Interventions,Accept (poster),7.0,1.7318113832973392,1.0,https://openreview.net/forum?id=weemASPtzg,https://www.semanticscholar.org/search?q=Linear+Causal+Representation+Learning+from+Unknown+Multi-node+Interventions
3,causal | effect | variable,4,mm9svgvwvk,2023,A Causal Framework for Decomposing Spurious Variations,Accept (poster),7.0,1.6673812276958935,1.0,https://openreview.net/forum?id=mm9svgvwvk,https://www.semanticscholar.org/search?q=A+Causal+Framework+for+Decomposing+Spurious+Variations
3,causal | effect | variable,5,o4RtDFMSNL,2023,Causal de Finetti: On the Identification of Invariant Causal Structure in Exchangeable Data,Accept (poster),7.0,1.6673812276958935,1.0,https://openreview.net/forum?id=o4RtDFMSNL,https://www.semanticscholar.org/search?q=Causal+de+Finetti%3A+On+the+Identification+of+Invariant+Causal+Structure+in+Exchangeable+Data
4,privacy | private | differential privacy,1,PITeSdYQkv,2023,User-Level Differential Privacy With Few Examples Per User,Accept (oral),7.5,2.427302360358235,1.0,https://openreview.net/forum?id=PITeSdYQkv,https://www.semanticscholar.org/search?q=User-Level+Differential+Privacy+With+Few+Examples+Per+User
4,privacy | private | differential privacy,2,XrqqPDAsRE,2023,A Randomized Approach to Tight Privacy Accounting,Accept (poster),6.75,1.2874206613647228,1.0,https://openreview.net/forum?id=XrqqPDAsRE,https://www.semanticscholar.org/search?q=A+Randomized+Approach+to+Tight+Privacy+Accounting
4,privacy | private | differential privacy,3,aG6xOP9QY7,2023,Optimal Unbiased Randomizers for Regression with Label Differential Privacy,Accept (poster),6.75,1.2874206613647228,1.0,https://openreview.net/forum?id=aG6xOP9QY7,https://www.semanticscholar.org/search?q=Optimal+Unbiased+Randomizers+for+Regression+with+Label+Differential+Privacy
4,privacy | private | differential privacy,4,izNfcaHJk0,2023,Privacy Amplification via Compression: Achieving the Optimal Privacy-Accuracy-Communication Trade-off in Distributed Mean Estimation,Accept (poster),6.75,1.2874206613647228,1.0,https://openreview.net/forum?id=izNfcaHJk0,https://www.semanticscholar.org/search?q=Privacy+Amplification+via+Compression%3A+Achieving+the+Optimal+Privacy-Accuracy-Communication+Trade-off+in+Distributed+Mean+Estimation
4,privacy | private | differential privacy,5,XzTM9gVRT4,2023,Minimax Risks and Optimal Procedures for Estimation under Functional Local Differential Privacy,Accept (poster),6.5,0.9074600950335522,1.0,https://openreview.net/forum?id=XzTM9gVRT4,https://www.semanticscholar.org/search?q=Minimax+Risks+and+Optimal+Procedures+for+Estimation+under+Functional+Local+Differential+Privacy
5,transformer | attention | layer,1,APGXBNkt6h,2023,When Do Transformers Shine in RL? Decoupling Memory from Credit Assignment,Accept (oral),7.0,1.6673812276958935,1.0,https://openreview.net/forum?id=APGXBNkt6h,https://www.semanticscholar.org/search?q=When+Do+Transformers+Shine+in+RL%3F+Decoupling+Memory+from+Credit+Assignment
5,transformer | attention | layer,2,liMSqUuVg9,2023,Transformers as Statisticians: Provable In-Context Learning with In-Context Algorithm Selection,Accept (oral),6.75,1.2874206613647228,1.0,https://openreview.net/forum?id=liMSqUuVg9,https://www.semanticscholar.org/search?q=Transformers+as+Statisticians%3A+Provable+In-Context+Learning+with+In-Context+Algorithm+Selection
5,transformer | attention | layer,3,LziniAXEI9,2023,Transformers learn to implement preconditioned gradient descent for in-context learning,Accept (poster),6.75,1.2874206613647228,1.0,https://openreview.net/forum?id=LziniAXEI9,https://www.semanticscholar.org/search?q=Transformers+learn+to+implement+preconditioned+gradient+descent+for+in-context+learning
5,transformer | attention | layer,4,YIB7REL8UC,2024,Transformers Represent Belief State Geometry in their Residual Stream,Accept (poster),6.5,0.9639619525859663,1.0,https://openreview.net/forum?id=YIB7REL8UC,https://www.semanticscholar.org/search?q=Transformers+Represent+Belief+State+Geometry+in+their+Residual+Stream
5,transformer | attention | layer,5,0o7Rd5jngV,2024,Understanding the Expressive Power and Mechanisms of Transformer for Sequence Modeling,Accept (poster),6.333333333333333,0.7080121423488416,1.0,https://openreview.net/forum?id=0o7Rd5jngV,https://www.semanticscholar.org/search?q=Understanding+the+Expressive+Power+and+Mechanisms+of+Transformer+for+Sequence+Modeling
6,adversarial | attack | robustness,1,MN4nt01TeO,2024,Adaptive Randomized Smoothing: Certified Adversarial Robustness for Multi-Step Defences,Accept (spotlight),7.0,1.7318113832973392,1.0,https://openreview.net/forum?id=MN4nt01TeO,https://www.semanticscholar.org/search?q=Adaptive+Randomized+Smoothing%3A+Certified+Adversarial+Robustness+for+Multi-Step+Defences
6,adversarial | attack | robustness,2,MPidsCd9e7,2024,Adversarially Robust Dense-Sparse Tradeoffs via Heavy-Hitters,Accept (poster),7.0,1.7318113832973392,1.0,https://openreview.net/forum?id=MPidsCd9e7,https://www.semanticscholar.org/search?q=Adversarially+Robust+Dense-Sparse+Tradeoffs+via+Heavy-Hitters
6,adversarial | attack | robustness,3,hSkEcIFi3o,2023,Adversarial Examples Are Not Real Features,Accept (poster),6.75,1.2874206613647228,1.0,https://openreview.net/forum?id=hSkEcIFi3o,https://www.semanticscholar.org/search?q=Adversarial+Examples+Are+Not+Real+Features
6,adversarial | attack | robustness,4,2CRaOpEKWh,2023,Characterizing the Optimal $0-1$ Loss for Multi-class Classification with a Test-time Attacker,Accept (spotlight),6.75,1.2874206613647228,1.0,https://openreview.net/forum?id=2CRaOpEKWh,https://www.semanticscholar.org/search?q=Characterizing+the+Optimal+%240-1%24+Loss+for+Multi-class+Classification+with+a+Test-time+Attacker
6,adversarial | attack | robustness,5,xbbknN9QFs,2023,On Evaluating Adversarial Robustness of Large Vision-Language Models,Accept (poster),6.75,1.2874206613647228,1.0,https://openreview.net/forum?id=xbbknN9QFs,https://www.semanticscholar.org/search?q=On+Evaluating+Adversarial+Robustness+of+Large+Vision-Language+Models
7,convex | optimization | gradient,1,hCdqDkA25J,2023,Optimal Guarantees for Algorithmic Reproducibility and Gradient Complexity in Convex Optimization,Accept (spotlight),7.0,1.6673812276958935,1.0,https://openreview.net/forum?id=hCdqDkA25J,https://www.semanticscholar.org/search?q=Optimal+Guarantees+for+Algorithmic+Reproducibility+and+Gradient+Complexity+in+Convex+Optimization
7,convex | optimization | gradient,2,uvFDaeFR9X,2024,"Exploring Jacobian Inexactness in Second-Order Methods for Variational Inequalities: Lower Bounds, Optimal Algorithms and Quasi-Newton Approximations",Accept (spotlight),6.666666666666667,1.219911762823091,1.0,https://openreview.net/forum?id=uvFDaeFR9X,https://www.semanticscholar.org/search?q=Exploring+Jacobian+Inexactness+in+Second-Order+Methods+for+Variational+Inequalities%3A+Lower+Bounds%2C+Optimal+Algorithms+and+Quasi-Newton+Approximations
7,convex | optimization | gradient,3,mkzpN2T87C,2024,Non-asymptotic Global Convergence Analysis of BFGS with the Armijo-Wolfe Line Search,Accept (spotlight),6.666666666666667,1.219911762823091,1.0,https://openreview.net/forum?id=mkzpN2T87C,https://www.semanticscholar.org/search?q=Non-asymptotic+Global+Convergence+Analysis+of+BFGS+with+the+Armijo-Wolfe+Line+Search
7,convex | optimization | gradient,4,81snFfE3vR,2023,One-step differentiation of iterative algorithms,Accept (spotlight),6.6,1.0594443215660199,1.0,https://openreview.net/forum?id=81snFfE3vR,https://www.semanticscholar.org/search?q=One-step+differentiation+of+iterative+algorithms
7,convex | optimization | gradient,5,NVDYgEFXCy,2024,Adaptive and Optimal Second-order Optimistic Methods for Minimax Optimization,Accept (poster),6.25,0.5800372372302798,1.0,https://openreview.net/forum?id=NVDYgEFXCy,https://www.semanticscholar.org/search?q=Adaptive+and+Optimal+Second-order+Optimistic+Methods+for+Minimax+Optimization
8,attack | backdoor | safety,1,g8wnC1E1OS,2024,Parameter Disparities Dissection for Backdoor Defense in Heterogeneous Federated Learning,Accept (poster),7.0,1.7318113832973392,1.0,https://openreview.net/forum?id=g8wnC1E1OS,https://www.semanticscholar.org/search?q=Parameter+Disparities+Dissection+for+Backdoor+Defense+in+Heterogeneous+Federated+Learning
8,attack | backdoor | safety,2,jXs6Cvpe7k,2024,Robust Prompt Optimization for Defending Language Models Against Jailbreaking Attacks,Accept (spotlight),7.0,1.7318113832973392,1.0,https://openreview.net/forum?id=jXs6Cvpe7k,https://www.semanticscholar.org/search?q=Robust+Prompt+Optimization+for+Defending+Language+Models+Against+Jailbreaking+Attacks
8,attack | backdoor | safety,3,GZnsqBwHAG,2024,Navigating the Safety Landscape: Measuring Risks in Finetuning Large Language Models,Accept (poster),6.75,1.3478866679416528,1.0,https://openreview.net/forum?id=GZnsqBwHAG,https://www.semanticscholar.org/search?q=Navigating+the+Safety+Landscape%3A+Measuring+Risks+in+Finetuning+Large+Language+Models
8,attack | backdoor | safety,4,HkC4OYee3Q,2024,SleeperNets: Universal Backdoor Poisoning Attacks Against  Reinforcement Learning Agents,Accept (poster),6.666666666666667,1.219911762823091,1.0,https://openreview.net/forum?id=HkC4OYee3Q,https://www.semanticscholar.org/search?q=SleeperNets%3A+Universal+Backdoor+Poisoning+Attacks+Against++Reinforcement+Learning+Agents
8,attack | backdoor | safety,5,u9ShP64FJV,2024,Protecting Your LLMs with Information Bottleneck,Accept (poster),6.5,0.9639619525859663,1.0,https://openreview.net/forum?id=u9ShP64FJV,https://www.semanticscholar.org/search?q=Protecting+Your+LLMs+with+Information+Bottleneck
9,protein | sequence | cell,1,F8DWffLkYG,2024,Designing Cell-Type-Specific Promoter Sequences Using Conservative Model-Based Optimization,Accept (poster),7.0,1.7318113832973392,1.0,https://openreview.net/forum?id=F8DWffLkYG,https://www.semanticscholar.org/search?q=Designing+Cell-Type-Specific+Promoter+Sequences+Using+Conservative+Model-Based+Optimization
9,protein | sequence | cell,2,jM9atrvUii,2024,Kermut: Composite kernel regression for protein variant effects,Accept (spotlight),7.0,1.7318113832973392,1.0,https://openreview.net/forum?id=jM9atrvUii,https://www.semanticscholar.org/search?q=Kermut%3A+Composite+kernel+regression+for+protein+variant+effects
9,protein | sequence | cell,3,pPeXYByHNd,2024,MSAGPT: Neural Prompting Protein Structure Prediction via MSA Generative Pre-Training,Accept (poster),7.0,1.7318113832973392,1.0,https://openreview.net/forum?id=pPeXYByHNd,https://www.semanticscholar.org/search?q=MSAGPT%3A+Neural+Prompting+Protein+Structure+Prediction+via+MSA+Generative+Pre-Training
9,protein | sequence | cell,4,uCZI8gSfD4,2024,Training Compute-Optimal Protein Language Models,Accept (spotlight),6.75,1.3478866679416528,1.0,https://openreview.net/forum?id=uCZI8gSfD4,https://www.semanticscholar.org/search?q=Training+Compute-Optimal+Protein+Language+Models
9,protein | sequence | cell,5,4UCktT9XZx,2023,MuSe-GNN: Learning Unified Gene Representation From Multimodal Biological Graph Data,Accept (poster),6.75,1.2874206613647228,1.0,https://openreview.net/forum?id=4UCktT9XZx,https://www.semanticscholar.org/search?q=MuSe-GNN%3A+Learning+Unified+Gene+Representation+From+Multimodal+Biological+Graph+Data
10,molecular | molecule | drug,1,NWEbeI2HNQ,2023,Prefix-Tree Decoding for Predicting Mass Spectra from Molecules,Accept (spotlight),7.5,2.427302360358235,1.0,https://openreview.net/forum?id=NWEbeI2HNQ,https://www.semanticscholar.org/search?q=Prefix-Tree+Decoding+for+Predicting+Mass+Spectra+from+Molecules
10,molecular | molecule | drug,2,LQBlSGeOGm,2024,How Molecules Impact Cells: Unlocking Contrastive PhenoMolecular Retrieval,Accept (poster),6.4,0.8103920664436922,1.0,https://openreview.net/forum?id=LQBlSGeOGm,https://www.semanticscholar.org/search?q=How+Molecules+Impact+Cells%3A+Unlocking+Contrastive+PhenoMolecular+Retrieval
10,molecular | molecule | drug,3,GJ0qIevGjD,2024,Beyond Efficiency: Molecular Data Pruning for Enhanced Generalization,Accept (poster),6.0,0.19611252187459335,1.0,https://openreview.net/forum?id=GJ0qIevGjD,https://www.semanticscholar.org/search?q=Beyond+Efficiency%3A+Molecular+Data+Pruning+for+Enhanced+Generalization
10,molecular | molecule | drug,4,64V40K2fDv,2024,Exploring Molecular Pretraining Model at Scale,Accept (poster),6.0,0.19611252187459335,1.0,https://openreview.net/forum?id=64V40K2fDv,https://www.semanticscholar.org/search?q=Exploring+Molecular+Pretraining+Model+at+Scale
10,molecular | molecule | drug,5,A18PgVSUgf,2023,Accelerating Molecular Graph Neural Networks via Knowledge Distillation,Accept (poster),5.8,-0.15642949069372597,1.0,https://openreview.net/forum?id=A18PgVSUgf,https://www.semanticscholar.org/search?q=Accelerating+Molecular+Graph+Neural+Networks+via+Knowledge+Distillation
11,matrix | algorithm | rank,1,ZGN8dOhpi6,2024,A Pairwise Pseudo-likelihood Approach for Matrix Completion with Informative Missingness,Accept (spotlight),7.0,1.7318113832973392,1.0,https://openreview.net/forum?id=ZGN8dOhpi6,https://www.semanticscholar.org/search?q=A+Pairwise+Pseudo-likelihood+Approach+for+Matrix+Completion+with+Informative+Missingness
11,matrix | algorithm | rank,2,FQGRkwmRzm,2023,Streaming PCA for Markovian Data,Accept (spotlight),7.0,1.6673812276958935,1.0,https://openreview.net/forum?id=FQGRkwmRzm,https://www.semanticscholar.org/search?q=Streaming+PCA+for+Markovian+Data
11,matrix | algorithm | rank,3,gITGmIEinf,2024,Approximating the Top Eigenvector in Random Order Streams,Accept (spotlight),6.75,1.3478866679416528,1.0,https://openreview.net/forum?id=gITGmIEinf,https://www.semanticscholar.org/search?q=Approximating+the+Top+Eigenvector+in+Random+Order+Streams
11,matrix | algorithm | rank,4,XZp1uP0hh2,2024,Semi-Random Matrix Completion via Flow-Based Adaptive Reweighting,Accept (poster),6.6,1.1175318387282402,1.0,https://openreview.net/forum?id=XZp1uP0hh2,https://www.semanticscholar.org/search?q=Semi-Random+Matrix+Completion+via+Flow-Based+Adaptive+Reweighting
11,matrix | algorithm | rank,5,clQdPtooRD,2024,Oja's Algorithm for Streaming Sparse PCA,Accept (poster),6.5,0.9639619525859663,1.0,https://openreview.net/forum?id=clQdPtooRD,https://www.semanticscholar.org/search?q=Oja%27s+Algorithm+for+Streaming+Sparse+PCA
12,medical | clinical | segmentation,1,105ZuvpdyW,2024,SegVol: Universal and Interactive Volumetric Medical Image Segmentation,Accept (spotlight),7.666666666666667,2.755610624245837,1.0,https://openreview.net/forum?id=105ZuvpdyW,https://www.semanticscholar.org/search?q=SegVol%3A+Universal+and+Interactive+Volumetric+Medical+Image+Segmentation
12,medical | clinical | segmentation,2,xE7oH5iVGK,2023,LVM-Med: Learning Large-Scale Self-Supervised Vision Models for Medical Imaging via Second-order Graph Matching,Accept (poster),7.0,1.6673812276958935,1.0,https://openreview.net/forum?id=xE7oH5iVGK,https://www.semanticscholar.org/search?q=LVM-Med%3A+Learning+Large-Scale+Self-Supervised+Vision+Models+for+Medical+Imaging+via+Second-order+Graph+Matching
12,medical | clinical | segmentation,3,Xp8qhdmeb4,2024,E2ENet: Dynamic Sparse Feature Fusion for Accurate and Efficient 3D Medical Image Segmentation,Accept (poster),6.0,0.19611252187459335,1.0,https://openreview.net/forum?id=Xp8qhdmeb4,https://www.semanticscholar.org/search?q=E2ENet%3A+Dynamic+Sparse+Feature+Fusion+for+Accurate+and+Efficient+3D+Medical+Image+Segmentation
12,medical | clinical | segmentation,4,dwYekpbmYG,2024,Free Lunch in Pathology Foundation Model: Task-specific Model Adaptation with Concept-Guided Feature Enhancement,Accept (poster),6.0,0.19611252187459335,1.0,https://openreview.net/forum?id=dwYekpbmYG,https://www.semanticscholar.org/search?q=Free+Lunch+in+Pathology+Foundation+Model%3A+Task-specific+Model+Adaptation+with+Concept-Guided+Feature+Enhancement
12,medical | clinical | segmentation,5,QI1ScdeQjp,2024,Upping the Game: How 2D U-Net Skip Connections Flip 3D Segmentation,Accept (poster),6.0,0.19611252187459335,1.0,https://openreview.net/forum?id=QI1ScdeQjp,https://www.semanticscholar.org/search?q=Upping+the+Game%3A+How+2D+U-Net+Skip+Connections+Flip+3D+Segmentation
13,fairness | fair | group,1,EEVpt3dJQj,2023,Auditing Fairness by Betting,Accept (spotlight),7.25,2.0473417940270644,1.0,https://openreview.net/forum?id=EEVpt3dJQj,https://www.semanticscholar.org/search?q=Auditing+Fairness+by+Betting
13,fairness | fair | group,2,nzkWhoXUpv,2023,Individual Arbitrariness and Group Fairness,Accept (spotlight),7.25,2.0473417940270644,1.0,https://openreview.net/forum?id=nzkWhoXUpv,https://www.semanticscholar.org/search?q=Individual+Arbitrariness+and+Group+Fairness
13,fairness | fair | group,3,e2aCgjtjMR,2023,Estimating and Controlling for Equalized Odds via Sensitive Attribute Predictors,Accept (poster),7.0,1.6673812276958935,1.0,https://openreview.net/forum?id=e2aCgjtjMR,https://www.semanticscholar.org/search?q=Estimating+and+Controlling+for+Equalized+Odds+via+Sensitive+Attribute+Predictors
13,fairness | fair | group,4,W3cDd5xlKZ,2023,Fair Canonical Correlation Analysis,Accept (poster),6.75,1.2874206613647228,1.0,https://openreview.net/forum?id=W3cDd5xlKZ,https://www.semanticscholar.org/search?q=Fair+Canonical+Correlation+Analysis
13,fairness | fair | group,5,GtEmIzLZmR,2024,Achievable Fairness on Your Data With Utility Guarantees,Accept (poster),6.666666666666667,1.219911762823091,1.0,https://openreview.net/forum?id=GtEmIzLZmR,https://www.semanticscholar.org/search?q=Achievable+Fairness+on+Your+Data+With+Utility+Guarantees
14,modality | multimodal | contrastive,1,7xlrdSOm3g,2023,A Theory of Multimodal Learning,Accept (poster),6.8,1.3634127746309568,1.0,https://openreview.net/forum?id=7xlrdSOm3g,https://www.semanticscholar.org/search?q=A+Theory+of+Multimodal+Learning
14,modality | multimodal | contrastive,2,SNmuKbU0am,2024,Mixtures of Experts for Audio-Visual Learning,Accept (poster),6.4,0.8103920664436922,1.0,https://openreview.net/forum?id=SNmuKbU0am,https://www.semanticscholar.org/search?q=Mixtures+of+Experts+for+Audio-Visual+Learning
14,modality | multimodal | contrastive,3,J1gBijopla,2023,Quantifying & Modeling Multimodal Interactions: An Information Decomposition Framework,Accept (poster),6.4,0.7554758685010845,1.0,https://openreview.net/forum?id=J1gBijopla,https://www.semanticscholar.org/search?q=Quantifying+%26+Modeling+Multimodal+Interactions%3A+An+Information+Decomposition+Framework
14,modality | multimodal | contrastive,4,ihEHCbqZEx,2024,Flex-MoE: Modeling Arbitrary Modality Combination via the Flexible Mixture-of-Experts,Accept (spotlight),6.333333333333333,0.7080121423488416,1.0,https://openreview.net/forum?id=ihEHCbqZEx,https://www.semanticscholar.org/search?q=Flex-MoE%3A+Modeling+Arbitrary+Modality+Combination+via+the+Flexible+Mixture-of-Experts
14,modality | multimodal | contrastive,5,QbsPz0SnyV,2024,Facilitating Multimodal Classification via Dynamically Learning Modality Gap,Accept (poster),5.75,-0.18781219348109313,1.0,https://openreview.net/forum?id=QbsPz0SnyV,https://www.semanticscholar.org/search?q=Facilitating+Multimodal+Classification+via+Dynamically+Learning+Modality+Gap
15,spike | neural | neural network,1,IlIDNMvwmX,2024,LM-HT SNN: Enhancing the Performance of SNN to ANN Counterpart through Learnable Multi-hierarchical Threshold Model,Accept (poster),6.75,1.3478866679416528,1.0,https://openreview.net/forum?id=IlIDNMvwmX,https://www.semanticscholar.org/search?q=LM-HT+SNN%3A+Enhancing+the+Performance+of+SNN+to+ANN+Counterpart+through+Learnable+Multi-hierarchical+Threshold+Model
15,spike | neural | neural network,2,8IvW2k5VeA,2023,Exploring Loss Functions for Time-based Training Strategy in Spiking Neural Networks,Accept (spotlight),6.75,1.2874206613647228,1.0,https://openreview.net/forum?id=8IvW2k5VeA,https://www.semanticscholar.org/search?q=Exploring+Loss+Functions+for+Time-based+Training+Strategy+in+Spiking+Neural+Networks
15,spike | neural | neural network,3,kQMyiDWbOG,2024,Advancing Spiking Neural Networks for Sequential Modeling with Central Pattern Generators,Accept (spotlight),6.5,0.9639619525859663,1.0,https://openreview.net/forum?id=kQMyiDWbOG,https://www.semanticscholar.org/search?q=Advancing+Spiking+Neural+Networks+for+Sequential+Modeling+with+Central+Pattern+Generators
15,spike | neural | neural network,4,AVd7DpiooC,2024,QKFormer: Hierarchical Spiking Transformer using Q-K Attention,Accept (spotlight),6.5,0.9639619525859663,1.0,https://openreview.net/forum?id=AVd7DpiooC,https://www.semanticscholar.org/search?q=QKFormer%3A+Hierarchical+Spiking+Transformer+using+Q-K+Attention
15,spike | neural | neural network,5,rfTFJvTkr2,2023,Parallel Spiking Neurons with High Efficiency and Ability to Learn Long-term Dependencies,Accept (poster),6.5,0.9074600950335522,1.0,https://openreview.net/forum?id=rfTFJvTkr2,https://www.semanticscholar.org/search?q=Parallel+Spiking+Neurons+with+High+Efficiency+and+Ability+to+Learn+Long-term+Dependencies
16,recommendation | user | item,1,m1a4CrRJR7,2024,Generalization Error Bounds for Two-stage Recommender Systems with Tree Structure,Accept (oral),7.25,2.115736098653026,1.0,https://openreview.net/forum?id=m1a4CrRJR7,https://www.semanticscholar.org/search?q=Generalization+Error+Bounds+for+Two-stage+Recommender+Systems+with+Tree+Structure
16,recommendation | user | item,2,xojbzSYIVS,2024,LLM-ESR: Large Language Models Enhancement for Long-tailed Sequential Recommendation,Accept (spotlight),6.666666666666667,1.219911762823091,1.0,https://openreview.net/forum?id=xojbzSYIVS,https://www.semanticscholar.org/search?q=LLM-ESR%3A+Large+Language+Models+Enhancement+for+Long-tailed+Sequential+Recommendation
16,recommendation | user | item,3,yWq89o19wf,2024,User-Creator Feature Polarization in Recommender Systems with Dual Influence,Accept (poster),6.666666666666667,1.219911762823091,1.0,https://openreview.net/forum?id=yWq89o19wf,https://www.semanticscholar.org/search?q=User-Creator+Feature+Polarization+in+Recommender+Systems+with+Dual+Influence
16,recommendation | user | item,4,wGjSbaMsop,2024,Algorithmic Collective Action in Recommender Systems: Promoting Songs by Reordering Playlists,Accept (poster),6.25,0.5800372372302798,1.0,https://openreview.net/forum?id=wGjSbaMsop,https://www.semanticscholar.org/search?q=Algorithmic+Collective+Action+in+Recommender+Systems%3A+Promoting+Songs+by+Reordering+Playlists
